obj,distribution,avg_cost,budget,avg_cost_normalized,num_setups,num_reps,num_items,num_samples,mean_ratio,std,25%-quantile,median,75%-quantile
CES-2,Bernoulli,1.0,30,0.03333333333333333,10,100,100,50,0.9979230592340964,0.002966101722586718,0.9960435091696068,0.9984031103405888,1.0
CES-2,Bernoulli,2.5,30,0.08333333333333333,10,100,100,50,0.987164723317619,0.01619675282284693,0.9746163922331608,0.9892975435082229,1.00010698819694
CES-2,Bernoulli,4.0,30,0.13333333333333333,10,100,100,50,1.0008506929964447,0.02041936163838621,0.9879449062163196,1.0005740052898493,1.0152678736891196
CES-2,Bernoulli,5.5,30,0.18333333333333326,10,100,100,50,1.025225526148403,0.033756375185966296,0.9994661480797052,1.0223039453785692,1.044354092879554
CES-2,Bernoulli,7.0,30,0.2333333333333333,10,100,100,50,1.0111082584103723,0.039716664898445636,0.9872403291693876,1.0135083638225821,1.0390834810017495
CES-2,Bernoulli,8.5,30,0.2833333333333333,10,100,100,50,1.0404401462106967,0.07419956808876835,0.9981654789472478,1.0554923727915082,1.0884304674861978
CES-2,Bernoulli,10.0,30,0.3333333333333333,10,100,100,50,1.0338366904107914,0.07586383827846721,0.9983406948459116,1.04503658392763,1.0830486331267573
CES-2,Bernoulli,11.5,30,0.38333333333333336,10,100,100,50,0.9791670473742295,0.09666152901632616,0.8954723520991063,0.9989905969709648,1.0488850856027316
CES-2,Bernoulli,13.0,30,0.43333333333333335,10,100,100,50,1.0147279722496196,0.12026860401738895,0.9675259981911208,1.0135044251912195,1.0764758724659855
CES-2,Bernoulli,14.5,30,0.4833333333333333,10,100,100,50,1.108868053057987,0.14973512493110386,0.9998069297137756,1.0423218716616989,1.2579908611796378
max,Bernoulli,1.0,30,0.03333333333333333,10,100,100,50,1.0,0.0,1.0,1.0,1.0
max,Bernoulli,2.5,30,0.08333333333333333,10,100,100,50,0.999936599848018,0.00016434475267969347,0.9999399999999999,1.0,1.0
max,Bernoulli,4.0,30,0.13333333333333333,10,100,100,50,0.9977198721215232,0.003024628979755907,0.9971149395951676,0.998839849166352,0.9995299595962236
max,Bernoulli,5.5,30,0.18333333333333326,10,100,100,50,0.9930256634281294,0.00854029125621427,0.9881809883165076,0.9954883593414424,0.9992692785813204
max,Bernoulli,7.0,30,0.2333333333333333,10,100,100,50,0.9851519154415266,0.017181851984294817,0.9788082415689664,0.9892737170533694,0.9972871168741172
max,Bernoulli,8.5,30,0.2833333333333333,10,100,100,50,0.9763629166896662,0.02476363660455073,0.9606923303225317,0.9775573329039864,0.9966974568683252
max,Bernoulli,10.0,30,0.3333333333333333,10,100,100,50,0.9778837128494778,0.0475306437423788,0.9814957633731562,0.9992637165765508,1.0005630964457832
max,Bernoulli,11.5,30,0.38333333333333336,10,100,100,50,0.9977771112741658,0.017120017058839983,0.9979673106154092,1.0000100042017648,1.000886935154714
max,Bernoulli,13.0,30,0.43333333333333335,10,100,100,50,1.0010912443982716,0.011413126933732486,0.9995303050596224,1.000120969193863,1.002554533140734
